"id","lat","lon","juosta","pavadinimas","kodas","map_id"
1604,NULL,NULL,1,NULL,"VD2.1",410
1605,NULL,NULL,2,NULL,"VD2.2",410
1606,NULL,NULL,2,NULL,"VD1.2",525
1607,NULL,NULL,1,NULL,"VD8.1",302
1608,NULL,NULL,1,NULL,"VD4.1",513
1609,NULL,NULL,1,NULL,"VD5.1",513
1611,NULL,NULL,1,NULL,"VD8.1",513
1612,NULL,NULL,1,NULL,"VD9.1",513
1613,NULL,NULL,NULL,NULL,"513 D12",513
1614,NULL,NULL,NULL,NULL,"513 D13",513
1615,NULL,NULL,NULL,NULL,"513 D14",513
1616,NULL,NULL,1,NULL,"VD1.1",209
1617,NULL,NULL,NULL,NULL,"742 D2",742
1618,NULL,NULL,NULL,NULL,"742 D13",742
1619,NULL,NULL,2,NULL,"VD1.2",312
1620,NULL,NULL,1,NULL,"VD3.1",312
1621,NULL,NULL,1,NULL,"VD4.1",312
1622,NULL,NULL,1,NULL,"VD1.1",312
1623,NULL,NULL,1,NULL,"VD1.1",412
1624,NULL,NULL,2,NULL,"VD1.2",412
1625,NULL,NULL,3,NULL,"VD1.3",412
1626,NULL,NULL,1,NULL,"VD2.1",412
1627,NULL,NULL,1,NULL,"VD3.1",412
1628,NULL,NULL,2,NULL,"VD3.2",412
1629,NULL,NULL,3,NULL,"VD3.3",412
1630,NULL,NULL,1,NULL,"VD4.1",412
1631,NULL,NULL,1,NULL,"VD5.1",412
1632,NULL,NULL,1,NULL,"VD5.1",312
1633,NULL,NULL,1,NULL,"VD6.1",412
1634,NULL,NULL,2,NULL,"VD6.2",412
1635,NULL,NULL,1,NULL,"VD7.1",412
1636,NULL,NULL,1,NULL,"VD8.1",412
1637,NULL,NULL,2,NULL,"VD8.2",412
1638,NULL,NULL,1,NULL,"VD9.1",412
1639,NULL,NULL,2,NULL,"VD9.2",412
1640,NULL,NULL,1,NULL,"VD10.1",412
1641,NULL,NULL,2,NULL,"VD10.2",412
1642,NULL,NULL,1,NULL,"VD11.1",412
1643,NULL,NULL,2,NULL,"VD11.2",412
1644,NULL,NULL,NULL,NULL,"D1",312
1645,NULL,NULL,1,NULL,"VD2.1",312
1646,NULL,NULL,2,NULL,"VD3.2",312
1648,NULL,NULL,1,NULL,"VD1.1",413
1649,NULL,NULL,2,NULL,"VD1.2",413
1650,NULL,NULL,3,NULL,"VD1.3",413
1651,NULL,NULL,1,NULL,"VD2.1",413
1652,NULL,NULL,2,NULL,"VD2.2",413
1653,NULL,NULL,3,NULL,"VD2.3",413
1656,NULL,NULL,1,NULL,"VD1.1",414
1657,NULL,NULL,2,NULL,"VD1.2",414
1658,NULL,NULL,1,NULL,"VD2.1",414
1659,NULL,NULL,1,NULL,"VD3.1",414
1660,NULL,NULL,2,NULL,"VD3.2",414
1661,NULL,NULL,3,NULL,"VD3.3",414
1664,NULL,NULL,NULL,NULL,"D1",451
1665,NULL,NULL,NULL,NULL,"D2",451
1666,NULL,NULL,NULL,NULL,"D3",451
1667,NULL,NULL,NULL,NULL,"D4",451
1668,NULL,NULL,NULL,NULL,"451 D5",451
1669,NULL,NULL,NULL,NULL,"D6",451
1670,NULL,NULL,NULL,NULL,"D7",451
1671,NULL,NULL,NULL,NULL,"D8",451
1672,NULL,NULL,NULL,NULL,"D9",451
1673,NULL,NULL,NULL,NULL,"D10",451
1674,NULL,NULL,NULL,NULL,"D11",451
1677,NULL,NULL,1,NULL,"VD1.1",768
1678,NULL,NULL,2,NULL,"VD1.2",768
1679,NULL,NULL,3,NULL,"VD1.3",768
1680,NULL,NULL,1,NULL,"VD2.1",768
1681,NULL,NULL,2,NULL,"VD2.2",768
1682,NULL,NULL,1,NULL,"VD3.1",768
1683,NULL,NULL,2,NULL,"VD3.2",768
1684,NULL,NULL,1,NULL,"VD4.1",768
1685,NULL,NULL,2,NULL,"VD4.2",768
1686,NULL,NULL,1,NULL,"VD5.1",768
1687,NULL,NULL,2,NULL,"VD5.2",768
1688,NULL,NULL,1,NULL,"VD1.1",766
1689,NULL,NULL,2,NULL,"VD1.2",766
1690,NULL,NULL,1,NULL,"VD2.1",766
1691,NULL,NULL,2,NULL,"VD2.2",766
1692,NULL,NULL,1,NULL,"VD3.1",766
1693,NULL,NULL,2,NULL,"VD3.2",766
1694,NULL,NULL,1,NULL,"VD4.1",766
1695,NULL,NULL,2,NULL,"VD4.2",766
1696,NULL,NULL,1,NULL,"VD5.1",766
1697,NULL,NULL,2,NULL,"VD5.2",766
1698,NULL,NULL,1,NULL,"VD6.1",766
1699,NULL,NULL,2,NULL,"VD6.2",766
1700,NULL,NULL,1,NULL,"VD7.1",766
1701,NULL,NULL,NULL,NULL,"D12",766
1702,NULL,NULL,1,NULL,"VD8.1",766
1703,NULL,NULL,2,NULL,"VD8.2",766
1704,NULL,NULL,NULL,NULL,"D1",764
1705,NULL,NULL,NULL,NULL,"D2",764
1706,NULL,NULL,NULL,NULL,"D3",764
1707,NULL,NULL,NULL,NULL,"D4",764
1708,NULL,NULL,NULL,NULL,"D5",764
1709,NULL,NULL,NULL,NULL,"D6",764
1710,NULL,NULL,NULL,NULL,"D7",764
1711,NULL,NULL,NULL,NULL,"D8",764
1712,NULL,NULL,NULL,NULL,"D9",764
1713,NULL,NULL,NULL,NULL,"D10",764
1714,NULL,NULL,NULL,NULL,"764 D11",764
1717,NULL,NULL,NULL,NULL,"D1",762
1718,NULL,NULL,NULL,NULL,"D2",762
1719,NULL,NULL,NULL,NULL,"D3",762
1720,NULL,NULL,NULL,NULL,"D4",762
1721,NULL,NULL,NULL,NULL,"D5",762
1722,NULL,NULL,NULL,NULL,"D6",762
1723,NULL,NULL,NULL,NULL,"D7",762
1724,NULL,NULL,NULL,NULL,"762 D8",762
1725,NULL,NULL,NULL,NULL,"D9",762
1726,NULL,NULL,NULL,NULL,"762 D10",762
1727,NULL,NULL,NULL,NULL,"D11",762
1728,NULL,NULL,NULL,NULL,"D12",762
1729,NULL,NULL,NULL,NULL,"D1",761
1730,NULL,NULL,NULL,NULL,"D2",761
1731,NULL,NULL,NULL,NULL,"D3",761
1732,NULL,NULL,NULL,NULL,"D4",761
1733,NULL,NULL,NULL,NULL,"D5",761
1734,NULL,NULL,NULL,NULL,"D6",761
1736,NULL,NULL,NULL,NULL,"D7",761
1738,NULL,NULL,NULL,NULL,"D8",761
1739,NULL,NULL,NULL,NULL,"D10",761
1741,NULL,NULL,NULL,NULL,"D11",761
1742,NULL,NULL,NULL,NULL,"761 D14",761
1743,NULL,NULL,NULL,NULL,"D13",761
1744,NULL,NULL,NULL,NULL,"D14",761
1746,NULL,NULL,NULL,NULL,"D15",761
1747,NULL,NULL,NULL,NULL,"D16",761
1748,NULL,NULL,NULL,NULL,"D17",761
1749,NULL,NULL,NULL,NULL,"D18",761
1750,NULL,NULL,1,NULL,"VD1.1",744
1751,NULL,NULL,2,NULL,"VD1.2",744
1752,NULL,NULL,1,NULL,"VD2.1",744
1753,NULL,NULL,2,NULL,"VD2.2",744
1754,NULL,NULL,3,NULL,"VD2.3",744
1755,NULL,NULL,1,NULL,"VD3.1",744
1756,NULL,NULL,1,NULL,"VD4.1",744
1757,NULL,NULL,2,NULL,"VD4.2",744
1760,NULL,NULL,NULL,NULL,"D17",741
1761,NULL,NULL,NULL,NULL,"D2",741
1762,NULL,NULL,NULL,NULL,"D7",741
1763,NULL,NULL,NULL,NULL,"D11",741
1764,NULL,NULL,NULL,NULL,"D12",741
1765,NULL,NULL,NULL,NULL,"D16",741
1766,NULL,NULL,NULL,NULL,"D4",741
1767,NULL,NULL,NULL,NULL,"D3",741
1768,NULL,NULL,NULL,NULL,"D18",741
1769,NULL,NULL,NULL,NULL,"D10",741
1770,NULL,NULL,NULL,NULL,"D8",741
1771,NULL,NULL,NULL,NULL,"D5",741
1772,NULL,NULL,NULL,NULL,"D9",741
1773,NULL,NULL,NULL,NULL,"D6",741
1774,NULL,NULL,NULL,NULL,"D13",741
1775,NULL,NULL,NULL,NULL,"D14",741
1776,NULL,NULL,NULL,NULL,"D15",741
1777,NULL,NULL,NULL,NULL,"D1",741
1785,NULL,NULL,NULL,NULL,"D6",701
1786,NULL,NULL,NULL,NULL,"D7",701
1787,NULL,NULL,NULL,NULL,"D2",701
1788,NULL,NULL,NULL,NULL,"D5",701
1789,NULL,NULL,NULL,NULL,"D3",701
1790,NULL,NULL,NULL,NULL,"D4",701
1791,NULL,NULL,NULL,NULL,"D1",701
1792,NULL,NULL,1,NULL,"VD5.1",607
1793,NULL,NULL,1,NULL,"VD3.1",607
1794,NULL,NULL,1,NULL,"VD1.1",607
1795,NULL,NULL,1,NULL,"VD7.1",607
1796,NULL,NULL,1,NULL,"VD2.1",607
1798,NULL,NULL,1,NULL,"VD6.1",607
1799,NULL,NULL,NULL,NULL,"607 D4",607
1801,NULL,NULL,1,NULL,"VD1.1",602
1802,NULL,NULL,1,NULL,"VD3.1",602
1804,NULL,NULL,2,NULL,"VD1.2",602
1805,NULL,NULL,1,NULL,"VD2.1",602
1807,NULL,NULL,2,NULL,"VD2.2",602
1808,NULL,NULL,NULL,NULL,"D13",601
1809,NULL,NULL,NULL,NULL,"D19",601
1810,NULL,NULL,NULL,NULL,"D11",601
1811,NULL,NULL,NULL,NULL,"D20",601
1812,NULL,NULL,NULL,NULL,"D2",601
1813,NULL,NULL,NULL,NULL,"D16",601
1814,NULL,NULL,NULL,NULL,"D15",601
1815,NULL,NULL,NULL,NULL,"D10",601
1816,NULL,NULL,NULL,NULL,"D5",601
1817,NULL,NULL,NULL,NULL,"D6",601
1818,NULL,NULL,NULL,NULL,"D7",601
1819,NULL,NULL,NULL,NULL,"D14",601
1820,NULL,NULL,NULL,NULL,"D21",601
1821,NULL,NULL,NULL,NULL,"D3",601
1822,NULL,NULL,NULL,NULL,"D1",601
1823,NULL,NULL,NULL,NULL,"D18",601
1824,NULL,NULL,NULL,NULL,"D9",601
1825,NULL,NULL,NULL,NULL,"D17",601
1826,NULL,NULL,NULL,NULL,"D12",601
1827,NULL,NULL,NULL,NULL,"D8",601
1828,NULL,NULL,NULL,NULL,"D4",601
1829,NULL,NULL,1,NULL,"VD1.1",1032
1830,NULL,NULL,2,NULL,"VD1.2",1032
1831,NULL,NULL,1,NULL,"VD4.1",1032
1832,NULL,NULL,1,NULL,"VD2.1",1032
1833,NULL,NULL,2,NULL,"VD3.2",1032
1834,NULL,NULL,2,NULL,"VD4.2",1032
1835,NULL,NULL,1,NULL,"VD5.1",1032
1836,NULL,NULL,3,NULL,"VD2.3",1032
1837,NULL,NULL,2,NULL,"VD2.2",1032
1838,NULL,NULL,1,NULL,"VD3.1",1032
1840,NULL,NULL,1,NULL,"VD2.1",1028
1841,NULL,NULL,1,NULL,"VD1.1",1028
1843,NULL,NULL,1,NULL,"VD2.1",1024
1844,NULL,NULL,2,NULL,"VD1.2",1024
1846,NULL,NULL,1,NULL,"VD1.1",1024
1847,NULL,NULL,2,NULL,"VD2.2",1024
1848,NULL,NULL,1,NULL,"VD1.1",1023
1850,NULL,NULL,2,NULL,"VD1.2",1023
1853,NULL,NULL,1,NULL,"VD1.1",1021
1854,NULL,NULL,2,NULL,"VD2.2",1021
1855,NULL,NULL,1,NULL,"VD2.1",1021
1856,NULL,NULL,2,NULL,"VD1.2",1021
1858,NULL,NULL,1,NULL,"VD2.1",1020
1859,NULL,NULL,1,NULL,"VD1.1",1020
1860,NULL,NULL,1,NULL,"VD2.1",1017
1862,NULL,NULL,1,NULL,"VD1.1",1017
1863,NULL,NULL,NULL,NULL,"D3",1016
1864,NULL,NULL,NULL,NULL,"D4",1016
1865,NULL,NULL,NULL,NULL,"D2",1016
1866,NULL,NULL,NULL,NULL,"D9",1016
1868,NULL,NULL,NULL,NULL,"D1",1016
1869,NULL,NULL,NULL,NULL,"D8",1016
1870,NULL,NULL,NULL,NULL,"D5",1016
1871,NULL,NULL,NULL,NULL,"D7",1016
1872,NULL,NULL,NULL,NULL,"D6",1016
1874,NULL,NULL,NULL,NULL,"D2",1010
1875,NULL,NULL,NULL,NULL,"D1",1010
1876,NULL,NULL,NULL,NULL,"D3",1010
1877,NULL,NULL,NULL,NULL,"D4",1010
1889,NULL,NULL,NULL,NULL,"d4",1005
1890,NULL,NULL,1,NULL,"vd1.1",1005
1891,NULL,NULL,NULL,NULL,"d1",1005
1892,NULL,NULL,NULL,NULL,"d3",1005
1893,NULL,NULL,1,NULL,"vd2.1",1005
1894,NULL,NULL,NULL,NULL,"d7",1005
1895,NULL,NULL,NULL,NULL,"d6",1005
1897,NULL,NULL,NULL,NULL,"d2",1005
1899,NULL,NULL,1,NULL,"vd2.1",1004
1901,NULL,NULL,2,NULL,"vd1.2",1004
1902,NULL,NULL,1,NULL,"vd1.1",1004
1903,NULL,NULL,2,NULL,"vd2.2",1004
1904,NULL,NULL,1,NULL,"vd2.1",1002
1905,NULL,NULL,2,NULL,"vd2.2",1002
1906,NULL,NULL,2,NULL,"vd1.2",1002
1908,NULL,NULL,1,NULL,"vd1.1",1002
1910,NULL,NULL,1,NULL,"VD1.1",1026
1911,NULL,NULL,1,NULL,"VD2.1",1026
1912,NULL,NULL,2,NULL,"VD1.2",1026
1913,NULL,NULL,2,NULL,"VD2.2",1026
1914,NULL,NULL,1,NULL,"VD2.1",1025
1915,NULL,NULL,2,NULL,"VD1.2",1025
1917,NULL,NULL,1,NULL,"VD1.1",1025
1919,NULL,NULL,2,NULL,"VD2.2",1025
1920,NULL,NULL,NULL,NULL,"D2",1014
1921,NULL,NULL,NULL,NULL,"D8",1014
1922,NULL,NULL,NULL,NULL,"D1",1014
1923,NULL,NULL,NULL,NULL,"D9",1014
1924,NULL,NULL,NULL,NULL,"D4",1014
1925,NULL,NULL,NULL,NULL,"D3",1014
1926,NULL,NULL,NULL,NULL,"D7",1014
1927,NULL,NULL,NULL,NULL,"D6",1014
1928,NULL,NULL,NULL,NULL,"D10",1014
1929,NULL,NULL,NULL,NULL,"D5",1014
1930,NULL,NULL,1,NULL,"VD3.1",1013
1931,NULL,NULL,1,NULL,"VD2.1",1013
1932,NULL,NULL,1,NULL,"VD1.1",1013
1933,NULL,NULL,1,NULL,"VD4.1",1013
1935,NULL,NULL,2,NULL,"VD2.2",1011
1936,NULL,NULL,1,NULL,"VD1.1",1011
1937,NULL,NULL,2,NULL,"VD1.2",1011
1938,NULL,NULL,NULL,NULL,"1011 D3",1011
1940,NULL,NULL,1,NULL,"vd1.1",1001
1941,NULL,NULL,1,NULL,"vd2.1",1001
1943,NULL,NULL,NULL,NULL,"D1 (VD1.1)",404
1945,NULL,NULL,NULL,NULL,"829 D6",829
1946,NULL,NULL,NULL,NULL,"829 D4",829
1947,NULL,NULL,NULL,NULL,"829 D3",829
1949,NULL,NULL,NULL,NULL,"829 D7",829
1951,NULL,NULL,NULL,NULL,"829 D5",829
1952,NULL,NULL,NULL,NULL,"829 D2",829
1953,NULL,NULL,NULL,NULL,"829 D1",829
1955,NULL,NULL,1,NULL,"VD1.1",151
1958,NULL,NULL,1,NULL,"VD1.1",355
1960,NULL,NULL,2,NULL,"VD1.2",355
1961,NULL,NULL,2,NULL,"VD2.2",355
1962,NULL,NULL,1,NULL,"VD2.1",355
1964,NULL,NULL,3,NULL,"VD1.3",404
1965,NULL,NULL,1,NULL,"VD2.1",404
1966,NULL,NULL,2,NULL,"VD2.2",404
1967,NULL,NULL,1,NULL,"VD3.1",404
1968,NULL,NULL,2,NULL,"VD3.2",404
1969,NULL,NULL,3,NULL,"VD3.3",404
1970,NULL,NULL,NULL,NULL,"404 D9",404
1971,NULL,NULL,NULL,NULL,"404 D10",404
1972,NULL,NULL,1,NULL,"VD2.1",151
1973,NULL,NULL,NULL,NULL,"D6",260
1978,NULL,NULL,1,NULL,"VD3.1",783
1979,NULL,NULL,2,NULL,"VD1.2",783
1980,NULL,NULL,3,NULL,"VD2.3",783
1981,NULL,NULL,2,NULL,"VD2.2",783
1982,NULL,NULL,1,NULL,"VD2.1",783
1983,NULL,NULL,1,NULL,"VD1.1",783
1984,NULL,NULL,1,NULL,"VD4.1",783
1985,NULL,NULL,2,NULL,"VD4.2",783
1990,NULL,NULL,NULL,NULL,"D7",260
1992,NULL,NULL,1,NULL,"VD1.1",782
1993,NULL,NULL,2,NULL,"VD1.2",782
1994,NULL,NULL,3,NULL,"VD1.3",782
1995,NULL,NULL,1,NULL,"VD2.1",782
1996,NULL,NULL,2,NULL,"VD2.2",782
1997,NULL,NULL,3,NULL,"VD2.3",782
1998,NULL,NULL,4,NULL,"VD2.4",782
1999,NULL,NULL,1,NULL,"VD3.1",782
